case_id,sanctuary_id,case_type,region,state,resource_type,candidate_evidence_count,family_counts,query_text,target_evidence_ids
case_7bd10e9f249467ab,sanctuary_77f49c20911960,hydrology_repair_route,1,ID,NFH,28,BUILDING:5; GATE:4; PARKING:9; PROPERTY:8; ROAD:2,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 28 candidate evidence rows with family counts: BUILDING:5; GATE:4; PARKING:9; PROPERTY:8; ROAD:2.",ev_gate_83fb5d21366e216f | ev_road_d0c4948267bdffe0 | ev_parking_caa13d7a41cf6126
case_7bdc00b1bee98c11,sanctuary_9b57e4d2c6bbf0,visitor_access_route,6,MT,FTC,76,BUILDING:9; PARKING:3; PROPERTY:45; ROAD:1; TRAIL:10; TRAIL_NOTE:7; WATER_POINT:1,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 76 candidate evidence rows with family counts: BUILDING:9; PARKING:3; PROPERTY:45; ROAD:1; TRAIL:10; TRAIL_NOTE:7; WATER_POINT:1.",ev_trail_8a41083a6c05b921 | ev_trail_note_fa8e2e157228a912 | ev_parking_d149d2a896b756c6 | ev_road_1a605b04c28dfc5d | ev_building_a17923ab1ab96095
case_7bea77da4114b5b6,sanctuary_189735e4690434,hydrology_repair_route,5,ME,NWR,81,ACCESS:4; GATE:4; PARKING:6; PROPERTY:9; ROAD:6; TRAIL:48; TRAIL_NOTE:4,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 81 candidate evidence rows with family counts: ACCESS:4; GATE:4; PARKING:6; PROPERTY:9; ROAD:6; TRAIL:48; TRAIL_NOTE:4.",ev_access_a308e25d80a30829 | ev_gate_ace6d55f9078bd2c | ev_road_60e91df13821a6df | ev_parking_dccca3a5b867f85a
case_7c28f16b42783693,sanctuary_9140e1dd06c0eb,operations_facility_route,4,MS,NWR,52,ACCESS:3; BUILDING:2; GATE:3; PARKING:5; PROPERTY:18; ROAD:2; TRAIL:13; TRAIL_NOTE:6,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 52 candidate evidence rows with family counts: ACCESS:3; BUILDING:2; GATE:3; PARKING:5; PROPERTY:18; ROAD:2; TRAIL:13; TRAIL_NOTE:6.",ev_property_a3715a2ef817e0d0 | ev_building_272ea63b77088862 | ev_gate_88fd22857f362cf3 | ev_road_aa5f718ada8534a5
case_7d2120a9504f3c0b,sanctuary_f95868d7480b5b,hydrology_repair_route,1,OR,NWR,116,ACCESS:4; BLIND:5; BUILDING:7; GATE:18; PARKING:5; PROPERTY:37; ROAD:4; TRAIL:23; TRAIL_NOTE:2; WATER_LINE:11,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 116 candidate evidence rows with family counts: ACCESS:4; BLIND:5; BUILDING:7; GATE:18; PARKING:5; PROPERTY:37; ROAD:4; TRAIL:23; TRAIL_NOTE:2; WATER_LINE:11.",ev_water_line_cfa190ff0fcda6ba | ev_access_ebc0cbeb0eb9d7da | ev_gate_eb8269d94482ff7b | ev_road_685d30106fa2c60e | ev_parking_bfc46b731135e780
case_7e0dcfcb7b77d64d,sanctuary_dbf8b81d87b6d4,operations_facility_route,5,RI,NWR,11,ACCESS:1; BUILDING:1; GATE:1; PROPERTY:6; ROAD:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 11 candidate evidence rows with family counts: ACCESS:1; BUILDING:1; GATE:1; PROPERTY:6; ROAD:2.",ev_property_d238e0cca7dd2c0a | ev_building_238b1fc064afabf4 | ev_gate_bbbf651921326974 | ev_road_f78b41c31c6b48a8
case_7e64214f71c4dc2a,sanctuary_9e0e4ede567a59,operations_facility_route,2,TX,NWR,29,ACCESS:3; BUILDING:2; FENCE:1; GATE:9; PARKING:2; PROPERTY:4; TRAIL:4; TRAIL_NOTE:3; WATER_LINE:1,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 29 candidate evidence rows with family counts: ACCESS:3; BUILDING:2; FENCE:1; GATE:9; PARKING:2; PROPERTY:4; TRAIL:4; TRAIL_NOTE:3; WATER_LINE:1.",ev_property_9b5544569f190a25 | ev_building_141a13d935e53916 | ev_gate_18d68abe24ce9d4b | ev_fence_f232be7fedb67d5a | ev_water_line_ac626089f4185f4d
case_7ee180646e554b16,sanctuary_49c050090dc8ae,visitor_access_route,6,CO,NFH,53,BUILDING:6; PARKING:5; PROPERTY:12; ROAD:4; TRAIL:15; TRAIL_NOTE:11,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 53 candidate evidence rows with family counts: BUILDING:6; PARKING:5; PROPERTY:12; ROAD:4; TRAIL:15; TRAIL_NOTE:11.",ev_trail_c710e874bbc30a42 | ev_trail_note_f1a6801af852c676 | ev_parking_ec90c6e9df36d647 | ev_road_52c436218be8a96b | ev_building_e672c711b133820a
case_7f53039d52819c46,sanctuary_ff66e7d169319e,operations_facility_route,6,ND,WPA,753,ACCESS:31; BUILDING:3; FENCE:4; GATE:669; PARKING:11; PROPERTY:24; ROAD:7; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 753 candidate evidence rows with family counts: ACCESS:31; BUILDING:3; FENCE:4; GATE:669; PARKING:11; PROPERTY:24; ROAD:7; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:2.",ev_property_64e36b5f58ca77a0 | ev_building_898ff552b093edd2 | ev_gate_74c1400a6b68dd3c | ev_fence_f2201cb871ea0bc2 | ev_road_6e2460fc5f050c47 | ev_water_line_20607bbc6d20a228
case_7fb905bf24036ba9,sanctuary_81e600efd7ad6e,hydrology_repair_route,6,ND,NWR,13,BUILDING:2; PARKING:2; PROPERTY:3; ROAD:2; WATER_LINE:4,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 13 candidate evidence rows with family counts: BUILDING:2; PARKING:2; PROPERTY:3; ROAD:2; WATER_LINE:4.",ev_water_line_4052f4eea77c99df | ev_road_d644373f5e6f6c52 | ev_parking_5bd969d004bb9f9c
case_7fcb715e29689408,sanctuary_9328e80663cad6,visitor_access_route,4,FL,NWR,40,ACCESS:4; GATE:8; PARKING:1; PROPERTY:15; TRAIL:7; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 40 candidate evidence rows with family counts: ACCESS:4; GATE:8; PARKING:1; PROPERTY:15; TRAIL:7; TRAIL_NOTE:5.",ev_trail_d7e10ff847f1be6f | ev_trail_note_f012be5167da06f5 | ev_parking_f45bd24e0ae33ae5 | ev_access_44cb704256a0e85b
case_7fcc8d5fbc124e39,sanctuary_be3c5ac964147b,hydrology_repair_route,1,WA,NFH,63,BUILDING:6; GATE:18; PARKING:5; PROPERTY:17; ROAD:6; TRAIL:9; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 63 candidate evidence rows with family counts: BUILDING:6; GATE:18; PARKING:5; PROPERTY:17; ROAD:6; TRAIL:9; TRAIL_NOTE:2.",ev_gate_f07e0eaab41064fc | ev_road_1c24c1cfe75cade3 | ev_parking_70e95fc6275e239a
case_8021dfad230e2ff2,sanctuary_7f30706870d77b,operations_facility_route,1,WA,NWR,199,ACCESS:3; BLIND:58; BUILDING:2; GATE:5; PARKING:38; PROPERTY:56; ROAD:16; TRAIL:16; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 199 candidate evidence rows with family counts: ACCESS:3; BLIND:58; BUILDING:2; GATE:5; PARKING:38; PROPERTY:56; ROAD:16; TRAIL:16; TRAIL_NOTE:5.",ev_property_cd5bbb5987b72459 | ev_building_14fc2ea357bc8de4 | ev_gate_8065a93ffa4aa55d | ev_road_6d31d61445fc7224
case_8087f8f508284c80,sanctuary_d5a162af82e58e,hydrology_repair_route,4,MS,NWR,76,GATE:8; PARKING:14; PROPERTY:19; ROAD:3; TRAIL:11; TRAIL_NOTE:9; WATER_LINE:12,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 76 candidate evidence rows with family counts: GATE:8; PARKING:14; PROPERTY:19; ROAD:3; TRAIL:11; TRAIL_NOTE:9; WATER_LINE:12.",ev_water_line_d0bddfa8d1e4e020 | ev_gate_aacd22306be8c722 | ev_road_4ac43196ae9b10ff | ev_parking_d0e0d89627b3fc5b
case_808bb7b7f803925e,sanctuary_bc16276859aae0,operations_facility_route,5,NY,NWR,39,BLIND:5; BUILDING:2; GATE:2; PARKING:2; PROPERTY:8; ROAD:1; TRAIL:14; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 39 candidate evidence rows with family counts: BLIND:5; BUILDING:2; GATE:2; PARKING:2; PROPERTY:8; ROAD:1; TRAIL:14; TRAIL_NOTE:5.",ev_property_5e27614279be13e5 | ev_building_267319fcb01545fb | ev_gate_ce30390d109e4b09 | ev_road_885b34da85e2d9b5
case_813f55c42caa6002,sanctuary_8269b242325495,hydrology_repair_route,4,LA,NWR,119,ACCESS:3; BUILDING:4; GATE:3; PARKING:26; PROPERTY:59; ROAD:6; TRAIL:8; TRAIL_NOTE:8; WATER_LINE:2,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 119 candidate evidence rows with family counts: ACCESS:3; BUILDING:4; GATE:3; PARKING:26; PROPERTY:59; ROAD:6; TRAIL:8; TRAIL_NOTE:8; WATER_LINE:2.",ev_water_line_bd7a1b810f0848fc | ev_access_b183f0c0ebea80f1 | ev_gate_0b65ecced7f0bd6b | ev_road_b2ffe6b9e44e09ae | ev_parking_7ce389b19a0bf832
case_814ac85b3936fd3d,sanctuary_fc019524b37e57,operations_facility_route,2,AZ,NWR,96,BUILDING:8; GATE:4; PARKING:3; PROPERTY:24; ROAD:50; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:5,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 96 candidate evidence rows with family counts: BUILDING:8; GATE:4; PARKING:3; PROPERTY:24; ROAD:50; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:5.",ev_property_d17ea98294f99c88 | ev_building_a6ce7f9661288358 | ev_gate_cceb39f29e681caa | ev_road_4826fd61aa081e38 | ev_water_line_f4434f012f5cf37d
case_81addb0c881f8863,sanctuary_a15170e79e708d,operations_facility_route,8,CA,NWR,16,GATE:8; PARKING:1; PROPERTY:2; ROAD:1; TRAIL:2; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 16 candidate evidence rows with family counts: GATE:8; PARKING:1; PROPERTY:2; ROAD:1; TRAIL:2; TRAIL_NOTE:2.",ev_property_b332d96003855d43 | ev_gate_aedd2841628c6162 | ev_road_735df3641956914f
case_81f69c7b43a1c716,sanctuary_23d992b9ad138b,hydrology_repair_route,6,ND,WPA,363,BUILDING:1; GATE:74; PARKING:23; PROPERTY:23; WATER_LINE:242,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 363 candidate evidence rows with family counts: BUILDING:1; GATE:74; PARKING:23; PROPERTY:23; WATER_LINE:242.",ev_water_line_1dc6c63b9c0604c5 | ev_gate_e95bbced3e92c535 | ev_parking_0838685dfaf3440b
case_82285b681d462da5,sanctuary_8b4e26a0497544,operations_facility_route,2,TX,NWR,133,ACCESS:5; BLIND:2; BUILDING:5; GATE:5; PARKING:19; PROPERTY:31; ROAD:29; TRAIL:31; TRAIL_NOTE:6,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 133 candidate evidence rows with family counts: ACCESS:5; BLIND:2; BUILDING:5; GATE:5; PARKING:19; PROPERTY:31; ROAD:29; TRAIL:31; TRAIL_NOTE:6.",ev_property_c11c2244570ea2f1 | ev_building_e2f49af649e79009 | ev_gate_257a94959044c77a | ev_road_d341851acd0c4937
case_826d9c0ac19b1c48,sanctuary_c36818117593c7,visitor_access_route,4,TN,NWR,84,ACCESS:12; BUILDING:2; GATE:14; PARKING:5; PROPERTY:14; ROAD:1; TRAIL:20; TRAIL_NOTE:16,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 84 candidate evidence rows with family counts: ACCESS:12; BUILDING:2; GATE:14; PARKING:5; PROPERTY:14; ROAD:1; TRAIL:20; TRAIL_NOTE:16.",ev_trail_6a58684956d4770a | ev_trail_note_de8d785acf2c592e | ev_parking_4fc0298a3758f2b1 | ev_road_d80840756665b244 | ev_access_98605db7ae135b56 | ev_building_01e1628a55a6948f
case_827dbf7d26fba6bf,sanctuary_4e94d22e033b04,hydrology_repair_route,1,OR,NFH,32,BUILDING:3; GATE:2; PARKING:7; PROPERTY:8; ROAD:3; TRAIL:7; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 32 candidate evidence rows with family counts: BUILDING:3; GATE:2; PARKING:7; PROPERTY:8; ROAD:3; TRAIL:7; TRAIL_NOTE:2.",ev_gate_f9cbe1749ca99388 | ev_road_aca7e3f618117424 | ev_parking_43fbae05b0139069
case_834772ed4d49a1b0,sanctuary_2f0ba718c4cb7e,operations_facility_route,1,WA,NFH,26,BUILDING:3; GATE:6; PARKING:2; PROPERTY:8; ROAD:1; TRAIL:5; TRAIL_NOTE:1,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 26 candidate evidence rows with family counts: BUILDING:3; GATE:6; PARKING:2; PROPERTY:8; ROAD:1; TRAIL:5; TRAIL_NOTE:1.",ev_property_50bf6f23f3d6938c | ev_building_1f8cc3de7f6a4571 | ev_gate_c8268c228d60d2a8 | ev_road_c7c9c5ed68ac48b7
case_836ec2f1e948c521,sanctuary_b46043455548fd,operations_facility_route,5,VA,NWR,200,ACCESS:18; BLIND:3; BUILDING:9; GATE:48; PARKING:15; PROPERTY:54; ROAD:5; TRAIL:34; TRAIL_NOTE:14,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 200 candidate evidence rows with family counts: ACCESS:18; BLIND:3; BUILDING:9; GATE:48; PARKING:15; PROPERTY:54; ROAD:5; TRAIL:34; TRAIL_NOTE:14.",ev_property_6f98d55cc6b7a092 | ev_building_657212c62aa4a8d3 | ev_gate_a75fb690ece951a0 | ev_road_e8a832ae387fbefe
case_8396a9f3e3cc6eec,sanctuary_d861007bbd4eb8,operations_facility_route,2,TX,NWR,204,ACCESS:13; BLIND:2; BUILDING:6; GATE:43; PARKING:12; PROPERTY:36; ROAD:5; TRAIL:52; TRAIL_NOTE:35,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 204 candidate evidence rows with family counts: ACCESS:13; BLIND:2; BUILDING:6; GATE:43; PARKING:12; PROPERTY:36; ROAD:5; TRAIL:52; TRAIL_NOTE:35.",ev_property_fbb192b2572c45d2 | ev_building_0eb0e37abf3f3dd3 | ev_gate_e4227f7d30378e91 | ev_road_9c5c0c96f8f97303
case_83d0522e74317490,sanctuary_5517b0f7c2d52b,hydrology_repair_route,6,ND,NWR,76,BUILDING:7; PARKING:7; PROPERTY:14; ROAD:5; TRAIL:15; TRAIL_NOTE:4; WATER_LINE:24,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 76 candidate evidence rows with family counts: BUILDING:7; PARKING:7; PROPERTY:14; ROAD:5; TRAIL:15; TRAIL_NOTE:4; WATER_LINE:24.",ev_water_line_24a82bd590996250 | ev_road_347dd5f5637d3d90 | ev_parking_80cb7630eaec4dc0
case_83dcf1620d0220e3,sanctuary_a5c38cbf203889,operations_facility_route,6,ND,NWR,19,PROPERTY:10; WATER_LINE:1; WATER_POINT:8,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 19 candidate evidence rows with family counts: PROPERTY:10; WATER_LINE:1; WATER_POINT:8.",ev_property_f7a92257c62f1b50 | ev_water_line_2506c5222662a3ff | ev_water_point_b49b380ba6823618
case_83e4575794e1e7e1,sanctuary_475cb7e53cb5a5,operations_facility_route,5,NJ,NWR,173,ACCESS:11; BUILDING:7; GATE:17; PARKING:15; PROPERTY:79; ROAD:5; TRAIL:28; TRAIL_NOTE:11,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 173 candidate evidence rows with family counts: ACCESS:11; BUILDING:7; GATE:17; PARKING:15; PROPERTY:79; ROAD:5; TRAIL:28; TRAIL_NOTE:11.",ev_property_38d1cf5fe757bf0d | ev_building_30efcfdaa83ff208 | ev_gate_f1dd1a0f59951861 | ev_road_45871443ef6393b9
case_84aa67ddc5705ad2,sanctuary_b32fcab048fcaf,hydrology_repair_route,8,CA,NWR,77,ACCESS:5; BLIND:2; BUILDING:3; GATE:5; PARKING:12; PROPERTY:18; ROAD:12; TRAIL:11; TRAIL_NOTE:6; WATER_LINE:3,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 77 candidate evidence rows with family counts: ACCESS:5; BLIND:2; BUILDING:3; GATE:5; PARKING:12; PROPERTY:18; ROAD:12; TRAIL:11; TRAIL_NOTE:6; WATER_LINE:3.",ev_water_line_0cd9965664b3b536 | ev_access_835f4fd2d2aa3c83 | ev_gate_461f4d473a0acda1 | ev_road_076648e75bcac4e5 | ev_parking_637a4a5c32d08849
case_84adcf71eacf4c48,sanctuary_af7fe75eb761b2,visitor_access_route,3,WI,,9,PARKING:4; TRAIL:4; TRAIL_NOTE:1,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 9 candidate evidence rows with family counts: PARKING:4; TRAIL:4; TRAIL_NOTE:1.",ev_trail_7c35c422a4205881 | ev_trail_note_86d5856946c1bdad | ev_parking_1f0be75da2f663cb
